step,transition,real_power_w,variant,sim_settle_power_w,sim_contact_count,error_w,abs_error_w,squared_error_w2
7,mu8->mu9,46.13448925666419,gravity_disabled,16.78414557357935,1.0133333333333334,-29.350343683084837,29.350343683084837,861.442674315198
8,mu9->mu8,61.097407555718384,gravity_disabled,10.855079540091138,0.0,-50.242328015627244,50.242328015627244,2524.2915244298824
9,mu8->mu7,84.58924256956202,gravity_disabled,8.779657228500568,0.0,-75.80958534106145,75.80958534106145,5747.093229583679
10,mu7->mu6,59.242795325639335,gravity_disabled,30.894258797079296,1.56,-28.34853652856004,28.34853652856004,803.639523311103
11,mu6->mu5,69.61848326670285,gravity_disabled,71.00152604812995,3.8333333333333335,1.3830427814270934,1.3830427814270934,1.9128073352575907
12,mu5->mu4,76.28941861499858,gravity_disabled,122.07560322081949,4.113333333333333,45.78618460582091,45.78618460582091,2096.3747007583115
13,mu4->mu3,71.6809426474985,gravity_disabled,10.405542755513611,0.5,-61.27539989198489,61.27539989198489,3754.674631922662
14,mu3->mu2,82.7665833672965,gravity_disabled,8.597747896125327,0.0,-74.16883547117118,74.16883547117118,5501.01615514966
0,mu1->mu2,70.76015488769241,allkp_10,77.13079039736724,9.926666666666666,6.370635509674827,6.370635509674827,40.58499679712984
1,mu2->mu3,69.8860668899035,allkp_10,70.57962015326981,8.62,0.6935532633663115,0.6935532633663115,0.48101612912606023
2,mu3->mu4,94.59434099770256,allkp_10,111.32243108179765,11.72,16.728090084095086,16.728090084095086,279.8289978616003
3,mu4->mu5,100.93387788469836,allkp_10,98.43930235696814,12.14,-2.4945755277302197,2.4945755277302197,6.222907063550505
4,mu5->mu6,79.77128204427612,allkp_10,63.16288015015344,5.8133333333333335,-16.60840189412268,16.60840189412268,275.8390134766978
5,mu6->mu7,115.83109571499895,allkp_10,50.82606741967202,5.286666666666667,-65.00502829532692,65.00502829532692,4225.653703676254
6,mu7->mu8,96.33021582528467,allkp_10,55.30061408041628,5.24,-41.02960174486839,41.02960174486839,1683.428219342507
7,mu8->mu9,46.13448925666419,allkp_10,57.69145124382148,8.626666666666667,11.556961987157294,11.556961987157294,133.56337037259865
8,mu9->mu8,61.097407555718384,allkp_10,57.5678031880798,5.933333333333334,-3.5296043676385835,3.5296043676385835,12.458106992053365
9,mu8->mu7,84.58924256956202,allkp_10,74.85904825338102,6.966666666666667,-9.730194316180999,9.730194316180999,94.67668143064101
10,mu7->mu6,59.242795325639335,allkp_10,73.77189949981708,3.9666666666666672,14.529104174177746,14.529104174177746,211.0948681041092
11,mu6->mu5,69.61848326670285,allkp_10,83.46505692257332,10.14,13.846573655870472,13.846573655870472,191.72760200744617
12,mu5->mu4,76.28941861499858,allkp_10,109.80512110857623,9.16,33.51570249357765,33.51570249357765,1123.302313638007
13,mu4->mu3,71.6809426474985,allkp_10,62.24526351709303,4.366666666666666,-9.435679130405468,9.435679130405468,89.0320406519693
14,mu3->mu2,82.7665833672965,allkp_10,75.74424716578145,7.159999999999999,-7.02233620151506,7.02233620151506,49.31320572710896
0,mu1->mu2,70.76015488769241,allkp_12,89.78163531850839,9.3,19.021480430815984,19.021480430815984,361.81671777991545
1,mu2->mu3,69.8860668899035,allkp_12,73.80907841067607,4.0,3.9230115207725618,3.9230115207725618,15.390019392114247
2,mu3->mu4,94.59434099770256,allkp_12,128.01925177183605,9.72,33.424910774133494,33.424910774133494,1117.2246602587854
3,mu4->mu5,100.93387788469836,allkp_12,113.38709558143799,10.24,12.453217696739628,12.453217696739628,155.08263100238906
4,mu5->mu6,79.77128204427612,allkp_12,62.99784173977237,5.6,-16.77344030450375,16.77344030450375,281.34829964875087
5,mu6->mu7,115.83109571499895,allkp_12,54.305169382911444,3.88,-61.52592633208751,61.52592633208751,3785.439611021459
6,mu7->mu8,96.33021582528467,allkp_12,58.46648050389939,6.066666666666666,-37.86373532138528,37.86373532138528,1433.6624524879192
7,mu8->mu9,46.13448925666419,allkp_12,60.73790713208727,7.68,14.603417875423084,14.603417875423084,213.25981364422645
8,mu9->mu8,61.097407555718384,allkp_12,62.77302699755283,5.546666666666667,1.6756194418344492,1.6756194418344492,2.8077005138535913
9,mu8->mu7,84.58924256956202,allkp_12,78.94609904938059,4.586666666666667,-5.643143520181425,5.643143520181425,31.84506878936561
10,mu7->mu6,59.242795325639335,allkp_12,72.14016380032632,4.013333333333334,12.897368474686985,12.897368474686985,166.3421135718497
11,mu6->mu5,69.61848326670285,allkp_12,88.89054678662951,8.186666666666667,19.27206351992666,19.27206351992666,371.41243231608803
12,mu5->mu4,76.28941861499858,allkp_12,119.69523245927,9.393333333333333,43.40581384427142,43.40581384427142,1884.0646754835445
13,mu4->mu3,71.6809426474985,allkp_12,64.0922037105846,6.94,-7.588738936913899,7.588738936913899,57.58895865263309
14,mu3->mu2,82.7665833672965,allkp_12,80.07440747425412,5.006666666666667,-2.692175893042389,2.692175893042389,7.247811039078585
0,mu1->mu2,70.76015488769241,allkp_15,107.29629336815881,6.233333333333333,36.536138480466406,36.536138480466406,1334.889415063818
1,mu2->mu3,69.8860668899035,allkp_15,72.03713849068272,6.266666666666667,2.1510716007792183,2.1510716007792183,4.627109031678869
2,mu3->mu4,94.59434099770256,allkp_15,143.29913217297616,7.58,48.7047911752736,48.7047911752736,2372.156683427009
3,mu4->mu5,100.93387788469836,allkp_15,126.35183930155912,8.046666666666667,25.417961416860763,25.417961416860763,646.0727625890224
4,mu5->mu6,79.77128204427612,allkp_15,65.36297029344186,5.486666666666666,-14.408311750834258,14.408311750834258,207.59944750922855
5,mu6->mu7,115.83109571499895,allkp_15,56.281047289270944,3.7866666666666666,-59.55004842572801,59.55004842572801,3546.208267506551
6,mu7->mu8,96.33021582528467,allkp_15,64.2489253312275,7.720000000000001,-32.08129049405717,32.08129049405717,1029.209199764083
7,mu8->mu9,46.13448925666419,allkp_15,61.71888609192676,8.533333333333333,15.584396835262574,15.584396835262574,242.87342471894212
8,mu9->mu8,61.097407555718384,allkp_15,67.03460277264499,6.366666666666666,5.937195216926604,5.937195216926604,35.250287043896144
9,mu8->mu7,84.58924256956202,allkp_15,83.4982087700424,5.3533333333333335,-1.0910337995196215,1.0910337995196215,1.1903547516942217
10,mu7->mu6,59.242795325639335,allkp_15,73.20189172995565,4.3,13.959096404316313,13.959096404316313,194.8563724249966
11,mu6->mu5,69.61848326670285,allkp_15,93.7298217266925,7.886666666666668,24.111338459989653,24.111338459989653,581.3566423321762
12,mu5->mu4,76.28941861499858,allkp_15,132.33428822362384,9.926666666666666,56.04486960862526,56.04486960862526,3141.0274094478077
13,mu4->mu3,71.6809426474985,allkp_15,70.05240375922548,11.52,-1.6285388882730132,1.6285388882730132,2.6521389106175017
14,mu3->mu2,82.7665833672965,allkp_15,86.46661721654536,5.74,3.700033849248854,3.700033849248854,13.69025048558729
0,mu1->mu2,70.76015488769241,allkp_18,118.45073846506833,4.46,47.69058357737592,47.69058357737592,2274.3917619506774
1,mu2->mu3,69.8860668899035,allkp_18,74.62602635388484,11.153333333333334,4.739959463981336,4.739959463981336,22.467215720186232
2,mu3->mu4,94.59434099770256,allkp_18,152.70227601085224,7.966666666666667,58.107935013149685,58.107935013149685,3376.5321114924272
3,mu4->mu5,100.93387788469836,allkp_18,133.34702717421877,8.74,32.413149289520405,32.413149289520405,1050.612246864737
4,mu5->mu6,79.77128204427612,allkp_18,67.56571539523844,5.573333333333333,-12.205566649037678,12.205566649037678,148.97585722410085
5,mu6->mu7,115.83109571499895,allkp_18,56.906741229008254,3.6333333333333337,-58.9243544859907,58.9243544859907,3472.079551590692
6,mu7->mu8,96.33021582528467,allkp_18,67.39292626654249,6.506666666666666,-28.93728955874218,28.93728955874218,837.3667270064892
7,mu8->mu9,46.13448925666419,allkp_18,62.50934618733286,8.326666666666666,16.37485693066867,16.37485693066867,268.1359394998678
8,mu9->mu8,61.097407555718384,allkp_18,70.71967004049752,7.386666666666668,9.622262484779135,9.622262484779135,92.58793532598794
9,mu8->mu7,84.58924256956202,allkp_18,89.24566503661443,5.733333333333333,4.656422467052408,4.656422467052408,21.682270191670437
10,mu7->mu6,59.242795325639335,allkp_18,74.69590553624529,4.566666666666666,15.453110210605956,15.453110210605956,238.79861518113407
11,mu6->mu5,69.61848326670285,allkp_18,97.32414254595679,7.773333333333333,27.705659279253936,27.705659279253936,767.6035560981097
12,mu5->mu4,76.28941861499858,allkp_18,143.36475352890832,11.22,67.07533491390974,67.07533491390974,4499.100553813159
13,mu4->mu3,71.6809426474985,allkp_18,75.61161523731676,10.76,3.9306725898182577,3.9306725898182577,15.45018700834857
14,mu3->mu2,82.7665833672965,allkp_18,92.14147382343091,5.446666666666666,9.374890456134409,9.374890456134409,87.88857106452002
0,mu1->mu2,70.76015488769241,allkp_20,124.95470503028885,4.366666666666666,54.19455014259644,54.19455014259644,2937.0492651584
1,mu2->mu3,69.8860668899035,allkp_20,77.6187965587002,9.746666666666666,7.7327296687966935,7.7327296687966935,59.795108130688625
2,mu3->mu4,94.59434099770256,allkp_20,158.74330453463685,8.206666666666667,64.14896353693429,64.14896353693429,4115.089522862925
3,mu4->mu5,100.93387788469836,allkp_20,138.0180329546514,9.373333333333333,37.08415506995304,37.08415506995304,1375.2345572523238
4,mu5->mu6,79.77128204427612,allkp_20,69.39720546524278,5.6866666666666665,-10.374076579033343,10.374076579033343,107.62146486764814
5,mu6->mu7,115.83109571499895,allkp_20,58.856256559478155,3.6666666666666665,-56.9748391555208,56.9748391555208,3246.1322967974656
6,mu7->mu8,96.33021582528467,allkp_20,68.9777615517799,5.6866666666666665,-27.35245427350476,27.35245427350476,748.1567547841689
7,mu8->mu9,46.13448925666419,allkp_20,62.229633170652576,7.753333333333333,16.095143913988387,16.095143913988387,259.05365761199744
8,mu9->mu8,61.097407555718384,allkp_20,71.5408342085646,6.82,10.44342665284622,10.44342665284622,109.0651602533788
9,mu8->mu7,84.58924256956202,allkp_20,92.38811607665266,6.540000000000001,7.798873507090647,7.798873507090647,60.82242797960037
10,mu7->mu6,59.242795325639335,allkp_20,76.35133429626609,5.06,17.108538970626753,17.108538970626753,292.7021057094543
11,mu6->mu5,69.61848326670285,allkp_20,100.0743994352158,7.693333333333333,30.455916168512942,30.455916168512942,927.5628296634881
12,mu5->mu4,76.28941861499858,allkp_20,150.3982161730777,11.766666666666667,74.10879755807913,74.10879755807913,5492.113875504356
13,mu4->mu3,71.6809426474985,allkp_20,79.08442271673246,9.973333333333333,7.403480069233964,7.403480069233964,54.81151713554455
14,mu3->mu2,82.7665833672965,allkp_20,94.25685332231451,5.493333333333333,11.490269955018007,11.490269955018007,132.02630363918954
0,mu1->mu2,70.76015488769241,framekp_20_legkp_10,94.39563892042082,8.126666666666667,23.635484032728414,23.635484032728414,558.6361054613598
1,mu2->mu3,69.8860668899035,framekp_20_legkp_10,66.56431013327759,4.84,-3.3217567566259163,3.3217567566259163,11.034067950189927
2,mu3->mu4,94.59434099770256,framekp_20_legkp_10,119.73648685714302,10.38,25.14214585944046,25.14214585944046,632.1274984173791
3,mu4->mu5,100.93387788469836,framekp_20_legkp_10,109.39158433991516,10.66,8.457706455216794,8.457706455216794,71.53279848261583
4,mu5->mu6,79.77128204427612,framekp_20_legkp_10,60.42793101957635,5.426666666666667,-19.34335102469977,19.34335102469977,374.1652288647537
5,mu6->mu7,115.83109571499895,framekp_20_legkp_10,55.45772853603521,4.06,-60.37336717896374,60.37336717896374,3644.943464525976
6,mu7->mu8,96.33021582528467,framekp_20_legkp_10,58.31347346216499,6.779999999999999,-38.016742363119675,38.016742363119675,1445.2726999038182
7,mu8->mu9,46.13448925666419,framekp_20_legkp_10,59.788211769427946,8.573333333333334,13.653722512763757,13.653722512763757,186.42413845555183
8,mu9->mu8,61.097407555718384,framekp_20_legkp_10,61.37259372589365,5.986666666666666,0.27518617017526736,0.27518617017526736,0.07572742825573121
9,mu8->mu7,84.58924256956202,framekp_20_legkp_10,82.31553805584711,4.68,-2.273704513714904,2.273704513714904,5.169732215687527
10,mu7->mu6,59.242795325639335,framekp_20_legkp_10,65.57168219358998,4.1466666666666665,6.328886867950644,6.328886867950644,40.054808987318104
11,mu6->mu5,69.61848326670285,framekp_20_legkp_10,86.16008836791472,8.586666666666666,16.54160510121187,16.54160510121187,273.6246993244386
12,mu5->mu4,76.28941861499858,framekp_20_legkp_10,110.22618926451348,9.106666666666667,33.9367706495149,33.9367706495149,1151.7044021177758
13,mu4->mu3,71.6809426474985,framekp_20_legkp_10,66.67321905304198,4.933333333333334,-5.007723594456522,5.007723594456522,25.077295598476546
14,mu3->mu2,82.7665833672965,framekp_20_legkp_10,83.22390270292,4.873333333333333,0.45731933562349525,0.45731933562349525,0.2091409747351151
0,mu1->mu2,70.76015488769241,framekp_30_legkp_10,103.19904979650263,7.493333333333334,32.43889490881023,32.43889490881023,1052.281902904834
1,mu2->mu3,69.8860668899035,framekp_30_legkp_10,65.18685754958302,6.266666666666667,-4.699209340320479,4.699209340320479,22.082568424155234
2,mu3->mu4,94.59434099770256,framekp_30_legkp_10,122.19521344224071,9.326666666666666,27.600872444538155,27.600872444538155,761.8081596996656
3,mu4->mu5,100.93387788469836,framekp_30_legkp_10,113.64413860751065,10.18,12.710260722812293,12.710260722812293,161.55072764186488
4,mu5->mu6,79.77128204427612,framekp_30_legkp_10,59.364956791520534,5.42,-20.406325252755586,20.406325252755586,416.4181103212503
5,mu6->mu7,115.83109571499895,framekp_30_legkp_10,59.78361697453097,3.8733333333333335,-56.04747874046798,56.04747874046798,3141.31987316321
6,mu7->mu8,96.33021582528467,framekp_30_legkp_10,61.867617009963865,7.793333333333334,-34.4625988153208,34.4625988153208,1187.6707171057508
7,mu8->mu9,46.13448925666419,framekp_30_legkp_10,55.84049209071829,8.366666666666667,9.706002834054104,9.706002834054104,94.2064910146663
8,mu9->mu8,61.097407555718384,framekp_30_legkp_10,62.471201965784964,6.033333333333333,1.37379441006658,1.37379441006658,1.8873110811301825
9,mu8->mu7,84.58924256956202,framekp_30_legkp_10,84.57033878427063,4.953333333333333,-0.01890378529138559,0.01890378529138559,0.0003573530983428061
10,mu7->mu6,59.242795325639335,framekp_30_legkp_10,63.99513758148858,4.566666666666666,4.752342255849243,4.752342255849243,22.58475691673027
11,mu6->mu5,69.61848326670285,framekp_30_legkp_10,84.85162773355995,9.053333333333333,15.233144466857098,15.233144466857098,232.04869034813902
12,mu5->mu4,76.28941861499858,framekp_30_legkp_10,111.55396981568836,9.34,35.26455120068978,35.26455120068978,1243.588571386071
13,mu4->mu3,71.6809426474985,framekp_30_legkp_10,67.86446970918982,6.966666666666667,-3.816472938308678,3.816472938308678,14.565465688842474
14,mu3->mu2,82.7665833672965,framekp_30_legkp_10,85.52834233195824,5.053333333333334,2.7617589646617375,2.7617589646617375,7.627312578889472
0,mu1->mu2,70.76015488769241,framekp_40_legkp_10,111.98787270183148,7.08,41.22771781413907,41.22771781413907,1699.72471616228
